"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim","code2"
"03","Measurement, Data, Probability & Statistics","MDP&S","3.MD.C.7d","Recognize area as additive. Find areas of rectilinear figures by decomposing them into non-overlapping rectangles and adding the areas of the non-overlapping parts, applying this technique to solve real world problems.","http://corestandards.org/Math/Content/3/MD/C/7/d/","Measurement & Data","MD","MD.C.7d"
"03","Measurement, Data, Probability & Statistics","MDP&S","3.MD.D.8","Solve real world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, and exhibiting rectangles with the same perimeter and different areas or with the same area and different perimeters.","http://corestandards.org/Math/Content/3/MD/D/8/","Measurement & Data","MD","MD.D.8"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NBT.A.1","Use place value understanding to round whole numbers to the nearest 10 or 100.","http://corestandards.org/Math/Content/3/NBT/A/1/","Numbers & Operations Base 10","NBT","NBT.A.1"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NBT.A.2","Fluently add and subtract within 1000 using strategies and algorithms based on place value, properties of operations, and/or the relationship between addition and subtraction.","http://corestandards.org/Math/Content/3/NBT/A/2/","Numbers & Operations Base 10","NBT","NBT.A.2"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NBT.A.3","Multiply one-digit whole numbers by multiples of 10 in the range 10-90 (e.g., 9 &times; 80, 5 &times; 60) using strategies based on place value and properties of operations.","http://corestandards.org/Math/Content/3/NBT/A/3/","Numbers & Operations Base 10","NBT","NBT.A.3"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NF.A.1","Understand a fraction 1/<i>b</i> as the quantity formed by 1 part when a whole is partitioned into <i>b</i> equal parts; understand a fraction <i>a</i>/<i>b</i> as the quantity formed by <i>a</i> parts of size 1/<i>b</i>.","http://corestandards.org/Math/Content/3/NF/A/1/","Number & Operations_Fractions","NF","NF.A.1"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NF.A.2","Understand a fraction as a number on the number line; represent fractions on a number line diagram.","http://corestandards.org/Math/Content/3/NF/A/2/","Number & Operations_Fractions","NF","NF.A.2"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NF.A.2a","Represent a fraction 1/<i>b</i> on a number line diagram by defining the interval from 0 to 1 as the whole and partitioning it into <i>b</i> equal parts. Recognize that each part has size 1/<i>b</i> and that the endpoint of the part based at 0 locates the number 1/<i>b</i> on the number line.","http://corestandards.org/Math/Content/3/NF/A/2/a/","Number & Operations_Fractions","NF","NF.A.2a"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NF.A.2b","Represent a fraction <i>a</i>/<i>b</i> on a number line diagram by marking off a lengths 1/<i>b</i> from 0. Recognize that the resulting interval has size <i>a</i>/<i>b</i> and that its endpoint locates the number <i>a</i>/<i>b</i> on the number line.","http://corestandards.org/Math/Content/3/NF/A/2/b/","Number & Operations_Fractions","NF","NF.A.2b"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NF.A.3","Explain equivalence of fractions in special cases, and compare fractions by reasoning about their size.","http://corestandards.org/Math/Content/3/NF/A/3/","Number & Operations_Fractions","NF","NF.A.3"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NF.A.3a","Understand two fractions as equivalent (equal) if they are the same size, or the same point on a number line.","http://corestandards.org/Math/Content/3/NF/A/3/a/","Number & Operations_Fractions","NF","NF.A.3a"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NF.A.3b","Recognize and generate simple equivalent fractions, e.g., 1/2 = 2/4, 4/6 = 2/3. Explain why the fractions are equivalent, e.g., by using a visual fraction model.","http://corestandards.org/Math/Content/3/NF/A/3/b/","Number & Operations_Fractions","NF","NF.A.3b"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NF.A.3c","Express whole numbers as fractions, and recognize fractions that are equivalent to whole numbers. <i>Examples: Express 3 in the form 3 = 3/1; recognize that 6/1 = 6; locate 4/4 and 1 at the same point of a number line diagram</i>.","http://corestandards.org/Math/Content/3/NF/A/3/c/","Number & Operations_Fractions","NF","NF.A.3c"
"03","Number Systems, Operations & Abstract Representation","NSO&AR","3.NF.A.3d","Compare two fractions with the same numerator or the same denominator by reasoning about their size. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with the symbols &gt;, =, or &lt;, and justify the conclusions, e.g., by using a visual fraction model.","http://corestandards.org/Math/Content/3/NF/A/3/d/","Number & Operations_Fractions","NF","NF.A.3d"
"03","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","3.OA.A.1","Interpret products of whole numbers, e.g., interpret 5 &times; 7 as the total number of objects in 5 groups of 7 objects each. <i>For example, describe a context in which a total number of objects can be expressed as 5 &times; 7</i>.","http://corestandards.org/Math/Content/3/OA/A/1/","Operations & Algebraic Thinking","OA","OA.A.1"
"03","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","3.OA.A.2","Interpret whole-number quotients of whole numbers, e.g., interpret 56 &divide; 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. <i>For example, describe a context in which a number of shares or a number of groups can be expressed as 56 &divide; 8</i>.","http://corestandards.org/Math/Content/3/OA/A/2/","Operations & Algebraic Thinking","OA","OA.A.2"
"03","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","3.OA.A.3","Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.<sup>1</sup>","http://corestandards.org/Math/Content/3/OA/A/3/","Operations & Algebraic Thinking","OA","OA.A.3"
"03","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","3.OA.A.4","Determine the unknown whole number in a multiplication or division equation relating three whole numbers. <i>For example, determine the unknown number that makes the equation true in each of the equations 8 &times; ? = 48, 5 = _ &divide; 3, 6 &times; 6 = ?</i>","http://corestandards.org/Math/Content/3/OA/A/4/","Operations & Algebraic Thinking","OA","OA.A.4"
"03","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","3.OA.B.5","Apply properties of operations as strategies to multiply and divide.<sup>2</sup> <i>Examples: If 6 &times; 4 = 24 is known, then 4 &times; 6 = 24 is also known. (Commutative property of multiplication.) 3 &times; 5 &times; 2 can be found by 3 &times; 5 = 15, then 15 &times; 2 = 30, or by 5 &times; 2 = 10, then 3 &times; 10 = 30. (Associative property of multiplication.) Knowing that 8 &times; 5 = 40 and 8 &times; 2 = 16, one can find 8 &times; 7 as 8 &times; (5 + 2) = (8 &times; 5) + (8 &times; 2) = 40 + 16 = 56. (Distributive property.)</i>","http://corestandards.org/Math/Content/3/OA/B/5/","Operations & Algebraic Thinking","OA","OA.B.5"
"03","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","3.OA.B.6","Understand division as an unknown-factor problem. <i>For example, find 32 &divide; 8 by finding the number that makes 32 when multiplied by 8</i>.","http://corestandards.org/Math/Content/3/OA/B/6/","Operations & Algebraic Thinking","OA","OA.B.6"
"03","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","3.OA.C.7","Fluently multiply and divide within 100, using strategies such as the relationship between multiplication and division (e.g., knowing that 8 &times; 5 = 40, one knows 40 &divide; 5 = 8) or properties of operations. By the end of Grade 3, know from memory all products of two one-digit numbers.","http://corestandards.org/Math/Content/3/OA/C/7/","Operations & Algebraic Thinking","OA","OA.C.7"
"03","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","3.OA.D.8","Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.<sup>3</sup>","http://corestandards.org/Math/Content/3/OA/D/8/","Operations & Algebraic Thinking","OA","OA.D.8"
"03","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","3.OA.D.9","Identify arithmetic patterns (including patterns in the addition table or multiplication table), and explain them using properties of operations. <i>For example, observe that 4 times a number is always even, and explain why 4 times a number can be decomposed into two equal addends</i>.","http://corestandards.org/Math/Content/3/OA/D/9/","Operations & Algebraic Thinking","OA","OA.D.9"
"04","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","4.G.A.1","Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines. Identify these in two-dimensional figures.","http://corestandards.org/Math/Content/4/G/A/1/","Geometry","G","G.A.1"
"04","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","4.G.A.2","Classify two-dimensional figures based on the presence or absence of parallel or perpendicular lines, or the presence or absence of angles of a specified size. Recognize right triangles as a category, and identify right triangles.","http://corestandards.org/Math/Content/4/G/A/2/","Geometry","G","G.A.2"
"04","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","4.G.A.3","Recognize a line of symmetry for a two-dimensional figure as a line across the figure such that the figure can be folded along the line into matching parts. Identify line-symmetric figures and draw lines of symmetry.","http://corestandards.org/Math/Content/4/G/A/3/","Geometry","G","G.A.3"
"04","Measurement, Data, Probability & Statistics","MDP&S","4.MD.A.1","Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two-column table. <i>For example, know that 1 ft is 12 times as long as 1 in. Express the length of a 4 ft snake as 48 in. Generate a conversion table for feet and inches listing the number pairs (1, 12), (2, 24), (3, 36), ...</i>","http://corestandards.org/Math/Content/4/MD/A/1/","Measurement & Data","MD","MD.A.1"
"04","Measurement, Data, Probability & Statistics","MDP&S","4.MD.A.2","Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.","http://corestandards.org/Math/Content/4/MD/A/2/","Measurement & Data","MD","MD.A.2"
"04","Measurement, Data, Probability & Statistics","MDP&S","4.MD.A.3","Apply the area and perimeter formulas for rectangles in real world and mathematical problems. <i>For example, find the width of a rectangular room given the area of the flooring and the length, by viewing the area formula as a multiplication equation with an unknown factor</i>.","http://corestandards.org/Math/Content/4/MD/A/3/","Measurement & Data","MD","MD.A.3"
