"code","set","dim","grade","statement","dimension","orig_dimension","orig_dim","subject","link","code2","subcategory","subcat","PEcode","performanceExpectation","clarifyingStatement","assessmentBoundary","goal"
"D2.Eco.4.K-2","C3","CEGH","K,1,2","Describe the goods and services that people in the local community produce and those that are produced in other communities.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.5.3-5","C3","CEGH","3,4,5","Explain the role of money in making exchange easier.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.5.6-8","C3","CEGH","6,7,8","Explain ways in which money facilitates exchange by reducing transactional costs.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.5.9-12","C3","CEGH","9,10,11,12","Describe the consequences of competition in specific markets.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.5.K-2","C3","CEGH","K,1,2","Identify prices of products in a local market.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.6.3-5","C3","CEGH","3,4,5","Explain the relationship between investment in human capital, productivity, and future incomes.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.6.6-8","C3","CEGH","6,7,8","Explain how changes in supply and demand cause changes in prices and quantities of goods and services, labor, credit, and foreign currencies.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.6.9-12","C3","CEGH","9,10,11,12","Generate possible explanations for a government role in markets when market inefficiencies exist.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.6.K-2","C3","CEGH","K,1,2","Explain how people earn income.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.7.3-5","C3","CEGH","3,4,5","Explain how profits influence sellers in markets.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.7.6-8","C3","CEGH","6,7,8","Analyze the role of innovation and entrepreneurship in a market economy.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.7.9-12","C3","CEGH","9,10,11,12","Use benefits and costs to evaluate the effectiveness of government policies to improve market outcomes.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.7.K-2","C3","CEGH","K,1,2","Describe examples of costs of production.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.8.3-5","C3","CEGH","3,4,5","Identify examples of external benefits and costs.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.8.6-8","C3","CEGH","6,7,8","Explain how external benefits and costs influence market outcomes.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.8.9-12","C3","CEGH","9,10,11,12","Describe the possible consequences, both intended and unintended, of government policies to improve market outcomes.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.9.3-5","C3","CEGH","3,4,5","Describe the role of other financial institutions in an economy.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.9.6-8","C3","CEGH","6,7,8","Describe the roles of institutions such as corporations, non-profits, and labor unions in a market economy.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.9.9-12","C3","CEGH","9,10,11,12","Describe the roles of institutions such as clearly defined property rights and the rule of law in a market economy.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Eco.9.K-2","C3","CEGH","K,1,2","Describe the role of banks in an economy.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.1.3-5","C3","CEGH","3,4,5","Construct maps and other graphic representations of both familiar and unfamiliar places.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.1.6-8","C3","CEGH","6,7,8","Construct maps to represent and explain the spatial patterns of cultural and environmental characteristics.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.1.9-12","C3","CEGH","9,10,11,12","Use geospatial and related technologies to create maps to display and explain the spatial patterns of cultural and environmental characteristics.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.1.K-2","C3","CEGH","K,1,2","Construct maps, graphs, and other representations of familiar places.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.10.3-5","C3","CEGH","3,4,5","Explain why environmental characteristics vary among different world regions.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.10.6-8","C3","CEGH","6,7,8","Analyze the ways in which cultural and environmental characteristics vary among various regions of the world.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.10.9-12","C3","CEGH","9,10,11,12","Evaluate how changes in the environmental and cultural characteristics of a place or region influence spatial patterns of trade and land use.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.10.K-2","C3","CEGH","K,1,2","Describe changes in the physical and cultural characteristics of various world regions.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.11.3-5","C3","CEGH","3,4,5","Describe how the spatial patterns of economic activities in a place change over time because of interactions with nearby and distant places.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.11.6-8","C3","CEGH","6,7,8","Explain how the relationship between the environmental characteristics of places and production of goods influences the spatial patterns of world trade.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.11.9-12","C3","CEGH","9,10,11,12","Evaluate how economic globalization and the expanding use of scarce resources contribute to conflict and cooperation within and among countries.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.11.K-2","C3","CEGH","K,1,2","Explain how the consumption of products connects people to distant places.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.12.3-5","C3","CEGH","3,4,5","Explain how natural and human-made catastrophic events in one place affect people living in other places.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.12.6-8","C3","CEGH","6,7,8","Explain how global changes in population distribution patterns affect changes in land use in particular places.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.12.9-12","C3","CEGH","9,10,11,12","Evaluate the consequences of human-made and natural catastrophes on global trade, politics, and human migration.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.12.K-2","C3","CEGH","K,1,2","Identify ways that a catastrophic disaster may affect people living in a place.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.2.3-5","C3","CEGH","3,4,5","Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions and their environmental characteristics.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.2.6-8","C3","CEGH","6,7,8","Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions, and changes in their environmental characteristics.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.2.9-12","C3","CEGH","9,10,11,12","Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions and their political, cultural, and economic dynamics.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.2.K-2","C3","CEGH","K,1,2","Use maps, graphs, photographs, and other representations to describe places and the relationships and interactions that shape them.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.3.3-5","C3","CEGH","3,4,5","Use maps of different scales to describe the locations of cultural and environmental characteristics.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.3.6-8","C3","CEGH","6,7,8","Use paper based and electronic mapping and graphing techniques to represent and analyze spatial patterns of different environmental and cultural characteristics.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.3.9-12","C3","CEGH","9,10,11,12","Use geographic data to analyze variations in the spatial patterns of cultural and environmental characteristics at multiple scales.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.3.K-2","C3","CEGH","K,1,2","Use maps, globes, and other simple geographic models to identify cultural and environmental characteristics of places.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.4.3-5","C3","CEGH","3,4,5","Explain how culture influences the way people modify and adapt to their environments.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.4.6-8","C3","CEGH","6,7,8","Explain how cultural patterns and economic decisions influence environments and the daily lives of people in both nearby and distant places.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.4.9-12","C3","CEGH","9,10,11,12","Analyze relationships and interactions within and between human and physical systems to explain reciprocal influences that occur among them.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.4.K-2","C3","CEGH","K,1,2","Explain how weather, climate, and other environmental characteristics affect people’s lives in a place or region.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.5.3-5","C3","CEGH","3,4,5","Explain how the cultural and environmental characteristics of places change over time.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.5.6-8","C3","CEGH","6,7,8","Analyze the combinations of cultural and environmental characteristics that make places both similar to and different from other places.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.5.9-12","C3","CEGH","9,10,11,12","Evaluate how political and economic decisions throughout time have influenced cultural and environmental characteristics of various places and regions.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.5.K-2","C3","CEGH","K,1,2","Describe how human activities affect the cultural and environmental characteristics of places or regions.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.6.3-5","C3","CEGH","3,4,5","Describe how environmental and cultural characteristics influence population distribution in specific places or regions.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.6.6-8","C3","CEGH","6,7,8","Explain how the physical and human characteristics of places and regions are connected to human identities and cultures.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D2.Geo.6.9-12","C3","CEGH","9,10,11,12","Evaluate the impact of human settlement activities on the environmental and cultural characteristics of specific places and regions.","Civics, Economics, Geography & History","Applying Disciplinary Concepts & Tools","ADCT","Social Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA
