"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim"
"03","Language, Speaking & Listening","LS&L","L.3.6","Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., <em>After dinner that night we went looking for them</em>).","http://corestandards.org/ELA-Literacy/L/3/6/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.1","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","http://corestandards.org/ELA-Literacy/L/4/1/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.1a","Use relative pronouns (<em>who, whose, whom, which, that</em>) and relative adverbs (<em>where, when, why</em>).","http://corestandards.org/ELA-Literacy/L/4/1/a/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.1b","Form and use the progressive (e.g., <em>I was walking; I am walking; I will be walking</em>) verb tenses.","http://corestandards.org/ELA-Literacy/L/4/1/b/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.1c","Use modal auxiliaries (e.g., <em>can, may, must</em>) to convey various conditions.","http://corestandards.org/ELA-Literacy/L/4/1/c/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.1d","Order adjectives within sentences according to conventional patterns (e.g., <em>a small red bag</em> rather than <em>a red small bag</em>).","http://corestandards.org/ELA-Literacy/L/4/1/d/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.1e","Form and use prepositional phrases.","http://corestandards.org/ELA-Literacy/L/4/1/e/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.1f","Produce complete sentences, recognizing and correcting inappropriate fragments and run-ons.*","http://corestandards.org/ELA-Literacy/L/4/1/f/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.1g","Correctly use frequently confused words (e.g., <em>to, too, two; there, their</em>).*","http://corestandards.org/ELA-Literacy/L/4/1/g/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.2","Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.","http://corestandards.org/ELA-Literacy/L/4/2/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.2a","Use correct capitalization.","http://corestandards.org/ELA-Literacy/L/4/2/a/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.2b","Use commas and quotation marks to mark direct speech and quotations from a text.","http://corestandards.org/ELA-Literacy/L/4/2/b/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.2c","Use a comma before a coordinating conjunction in a compound sentence.","http://corestandards.org/ELA-Literacy/L/4/2/c/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.2d","Spell grade-appropriate words correctly, consulting references as needed.","http://corestandards.org/ELA-Literacy/L/4/2/d/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.3","Use knowledge of language and its conventions when writing, speaking, reading, or listening.","http://corestandards.org/ELA-Literacy/L/4/3/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.3a","Choose words and phrases to convey ideas precisely.*","http://corestandards.org/ELA-Literacy/L/4/3/a/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.3b","Choose punctuation for effect.*","http://corestandards.org/ELA-Literacy/L/4/3/b/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.3c","Differentiate between contexts that call for formal English (e.g., presenting ideas) and situations where informal discourse is appropriate (e.g., small-group discussion).","http://corestandards.org/ELA-Literacy/L/4/3/c/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.4","Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 4 reading and content, choosing flexibly from a range of strategies.","http://corestandards.org/ELA-Literacy/L/4/4/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.4a","Use context (e.g., definitions, examples, or restatements in text) as a clue to the meaning of a word or phrase.","http://corestandards.org/ELA-Literacy/L/4/4/a/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.4b","Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., <em>telegraph, photograph, autograph</em>).","http://corestandards.org/ELA-Literacy/L/4/4/b/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.4c","Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.","http://corestandards.org/ELA-Literacy/L/4/4/c/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.5","Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.","http://corestandards.org/ELA-Literacy/L/4/5/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.5a","Explain the meaning of simple similes and metaphors (e.g., <em>as pretty as a picture</em>) in context.","http://corestandards.org/ELA-Literacy/L/4/5/a/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.5b","Recognize and explain the meaning of common idioms, adages, and proverbs.","http://corestandards.org/ELA-Literacy/L/4/5/b/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.5c","Demonstrate understanding of words by relating them to their opposites (antonyms) and to words with similar but not identical meanings (synonyms).","http://corestandards.org/ELA-Literacy/L/4/5/c/","Language","L"
"04","Language, Speaking & Listening","LS&L","L.4.6","Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., <em>wildlife, conservation,</em> and <em>endangered</em> when discussing animal preservation).","http://corestandards.org/ELA-Literacy/L/4/6/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.1","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","http://corestandards.org/ELA-Literacy/L/5/1/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.1a","Explain the function of conjunctions, prepositions, and interjections in general and their function in particular sentences.","http://corestandards.org/ELA-Literacy/L/5/1/a/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.1b","Form and use the perfect (e.g., <em>I had walked; I have walked; I will have walked</em>) verb tenses.","http://corestandards.org/ELA-Literacy/L/5/1/b/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.1c","Use verb tense to convey various times, sequences, states, and conditions.","http://corestandards.org/ELA-Literacy/L/5/1/c/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.1d","Recognize and correct inappropriate shifts in verb tense.*","http://corestandards.org/ELA-Literacy/L/5/1/d/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.1e","Use correlative conjunctions (e.g., <em>either/or, neither/nor</em>).","http://corestandards.org/ELA-Literacy/L/5/1/e/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.2","Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.","http://corestandards.org/ELA-Literacy/L/5/2/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.2a","Use punctuation to separate items in a series.*","http://corestandards.org/ELA-Literacy/L/5/2/a/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.2b","Use a comma to separate an introductory element from the rest of the sentence.","http://corestandards.org/ELA-Literacy/L/5/2/b/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.2c","Use a comma to set off the words <i>yes</i> and <i>no</i> (e.g., <em>Yes, thank you</em>), to set off a tag question from the rest of the sentence (e.g., <em>It's true, isn't it?</em>), and to indicate direct address (e.g., <em>Is that you, Steve?</em>).","http://corestandards.org/ELA-Literacy/L/5/2/c/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.2d","Use underlining, quotation marks, or italics to indicate titles of works.","http://corestandards.org/ELA-Literacy/L/5/2/d/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.2e","Spell grade-appropriate words correctly, consulting references as needed.","http://corestandards.org/ELA-Literacy/L/5/2/e/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.3","Use knowledge of language and its conventions when writing, speaking, reading, or listening.","http://corestandards.org/ELA-Literacy/L/5/3/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.3a","Expand, combine, and reduce sentences for meaning, reader/listener interest, and style.","http://corestandards.org/ELA-Literacy/L/5/3/a/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.3b","Compare and contrast the varieties of English (e.g., <em>dialects, registers</em>) used in stories, dramas, or poems.","http://corestandards.org/ELA-Literacy/L/5/3/b/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.4","Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 5 reading and content, choosing flexibly from a range of strategies.","http://corestandards.org/ELA-Literacy/L/5/4/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.4a","Use context (e.g., cause/effect relationships and comparisons in text) as a clue to the meaning of a word or phrase.","http://corestandards.org/ELA-Literacy/L/5/4/a/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.4b","Use common, grade-appropriate Greek and Latin affixes and roots as clues to the meaning of a word (e.g., <em>photograph, photosynthesis</em>).","http://corestandards.org/ELA-Literacy/L/5/4/b/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.4c","Consult reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation and determine or clarify the precise meaning of key words and phrases.","http://corestandards.org/ELA-Literacy/L/5/4/c/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.5","Demonstrate understanding of figurative language, word relationships, and nuances in word meanings.","http://corestandards.org/ELA-Literacy/L/5/5/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.5a","Interpret figurative language, including similes and metaphors, in context.","http://corestandards.org/ELA-Literacy/L/5/5/a/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.5b","Recognize and explain the meaning of common idioms, adages, and proverbs.","http://corestandards.org/ELA-Literacy/L/5/5/b/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.5c","Use the relationship between particular words (e.g., synonyms, antonyms, homographs) to better understand each of the words.","http://corestandards.org/ELA-Literacy/L/5/5/c/","Language","L"
"05","Language, Speaking & Listening","LS&L","L.5.6","Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., <em>however, although, nevertheless, similarly, moreover, in addition</em>).","http://corestandards.org/ELA-Literacy/L/5/6/","Language","L"
"06","Language, Speaking & Listening","LS&L","L.6.1","Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.","http://corestandards.org/ELA-Literacy/L/6/1/","Language","L"
"06","Language, Speaking & Listening","LS&L","L.6.1a","Ensure that pronouns are in the proper case (subjective, objective, possessive).","http://corestandards.org/ELA-Literacy/L/6/1/a/","Language","L"
"06","Language, Speaking & Listening","LS&L","L.6.1b","Use intensive pronouns (e.g., <em>myself, ourselves</em>).","http://corestandards.org/ELA-Literacy/L/6/1/b/","Language","L"
"06","Language, Speaking & Listening","LS&L","L.6.1c","Recognize and correct inappropriate shifts in pronoun number and person.*","http://corestandards.org/ELA-Literacy/L/6/1/c/","Language","L"
"06","Language, Speaking & Listening","LS&L","L.6.1d","Recognize and correct vague pronouns (i.e., ones with unclear or ambiguous antecedents).*","http://corestandards.org/ELA-Literacy/L/6/1/d/","Language","L"
"06","Language, Speaking & Listening","LS&L","L.6.1e","Recognize variations from standard English in their own and others' writing and speaking, and identify and use strategies to improve expression in conventional language.*","http://corestandards.org/ELA-Literacy/L/6/1/e/","Language","L"
