grade,dimension,dim,subcategory,subcat,code,statement,PEcode,performanceExpectation,clarifyingStatement,assessmentBoundary
"9,10,11,12",Science & Engineering Practices,SEP,Engaging in Argument from Evidence,ARG,ARG-H3,"Respectfully provide and/or receive critiques on scientific arguments by probing reasoning and evidence and challenging ideas and conclusions, responding thoughtfully to diverse perspectives, and determining what additional information is required to resolve contradictions.",,,,
"9,10,11,12",Science & Engineering Practices,SEP,Engaging in Argument from Evidence,ARG,ARG-H4,"Construct, use, and/or present an oral and written argument or counter- arguments based on data and evidence.",,,,
"9,10,11,12",Science & Engineering Practices,SEP,Engaging in Argument from Evidence,ARG,ARG-H5,"Make and defend a claim based on evidence about the natural world or the effectiveness of a design solution that reflects scientific knowledge, and student-generated evidence.",,,,
"9,10,11,12",Science & Engineering Practices,SEP,Engaging in Argument from Evidence,ARG,ARG-H6,"Evaluate competing design solutions to a real-world problem based on scientific ideas and principles, empirical evidence, and logical arguments regarding relevant factors (e.g., economic, societal, environmental, ethical considerations).",,,,
"k,1,2",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-P1,Read grade-appropriate texts and/or use media to obtain scientific and/or technical information to determine patterns in and/or evidence about the natural and designed world(s).,,,,
"k,1,2",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-P2,"Describe how specific images (e.g., a diagram showing how a machine works) support a scientific or engineering idea.",,,,
"k,1,2",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-P3,"Obtain information using various texts, text features (e.g., headings, tables of contents, glossaries, electronic menus, icons), and other media that will be useful in answering a scientific question and/or supporting a scientific claim.",,,,
"k,1,2",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-P4,"Communicate information or design ideas and/or solutions with others in oral and/or written forms using models, drawings, writing, or numbers that provide detail about scientific ideas, practices, and/or design ideas.",,,,
"3,4,5",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-E1,Read and comprehend grade-appropriate complex texts and/or other reliable media to summarize and obtain scientific and technical ideas and describe how they are supported by evidence.,,,,
"3,4,5",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-E2,Compare and/or combine across complex texts and/or other reliable media to support the engagement in other scientific and/or engineering practices.,,,,
"3,4,5",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-E3,"Combine information in written text with that contained in corresponding tables, diagrams, and/or charts to support the engagement in other scientific and/or engineering practices.",,,,
"3,4,5",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-E4,Obtain and combine information from books and/or other reliable media to explain phenomena or solutions to a design problem.,,,,
"3,4,5",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-E5,"Communicate scientific and/or technical information orally and/or in written formats, including various forms of media and may include tables, diagrams, and charts.",,,,
"6,7,8",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-M1,Critically read scientific texts adapted for classroom use to determine the central ideas and/or obtain scientific and/or technical information to describe patterns in and/or evidence about the natural and designed world(s).,,,,
"6,7,8",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-M2,Integrate qualitative and/or quantitative scientific and/or technical information in written text with that contained in media and visual displays to clarify claims and findings.,,,,
"6,7,8",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-M3,"Gather, read, synthesize information from multiple appropriate sources and assess the credibility, accuracy, and possible bias of each publication and methods used, and describe how they are supported or not supported by evidence.",,,,
"6,7,8",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-M4,"Evaluate data, hypotheses, and/or conclusions in scientific and technical texts in light of competing information or accounts.",,,,
"6,7,8",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-M5,"Communicate scientific and/or technical information (e.g., about a proposed object, tool, process, system) in writing and/or through oral presentations.",,,,
"9,10,11,12",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-H1,"Critically read scientific literature adapted for classroom use to determine the central ideas or conclusions and/or to obtain scientific and/or technical information to summarize complex evidence, concepts, processes, or information presented in a text by paraphrasing them in simpler but still accurate terms.",,,,
"9,10,11,12",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-H2,"Compare, integrate and evaluate sources of information presented in different media or formats (e.g., visually, quantitatively) as well as in words in order to address a scientific question or solve a problem.",,,,
"9,10,11,12",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-H3,"Gather, read, and evaluate scientific and/or technical information from multiple authoritative sources, assessing the evidence and usefulness of each source.",,,,
"9,10,11,12",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-H4,"Evaluate the validity and reliability of and/or synthesize multiple claims, methods, and/or designs that appear in scientific and technical texts or media reports, verifying the data when possible.",,,,
"9,10,11,12",Science & Engineering Practices,SEP,"Obtaining, Evaluating, & Communicating Information",INFO,INFO-H5,"Communicate scientific and/or technical information or ideas (e.g. about phenomena and/or the process of development and the design and performance of a proposed process or system) in multiple formats (including orally, graphically, textually, and mathematically).",,,,
"k,1,2",Disciplinary Core ideas,DCI,Structure & Properties of Matter,PS1.A,PS1.A-P1,"Different kinds of matter exist and many of them can be either solid or liquid, depending on temperature. Matter can be described and classified by its observable properties.",2-PS1-1,Plan and conduct an investigation to describe and classify different kinds of materials by their observable properties.,"Observations could include color, texture, hardness, and flexibility. Patterns could include the similar properties that different materials share.",
"k,1,2",Disciplinary Core ideas,DCI,Structure & Properties of Matter,PS1.A,PS1.A-P2,Different properties are suited to different purposes.,2-PS1-3,Make observations to construct an evidence-based account of how an object made of a small set of pieces can be disassembled and made into a new object.,"Examples of pieces could include blocks, building bricks, or other assorted small objects.",
"k,1,2",Disciplinary Core ideas,DCI,Structure & Properties of Matter,PS1.A,PS1.A-P3,A great variety of objects can be built up from a small set of pieces.,2-PS1-3,Make observations to construct an evidence-based account of how an object made of a small set of pieces can be disassembled and made into a new object.,"Examples of pieces could include blocks, building bricks, or other assorted small objects.",
"3,4,5",Disciplinary Core ideas,DCI,Structure & Properties of Matter,PS1.A,PS1.A-E1,"Matter of any type can be subdivided into particles that are too small to see, but even then the matter still exists and can be detected by other means. A model showing that gases are made from matter particles that are too small to see and are moving freely around in space can explain many observations, including the inflation and shape of a balloon and the effects of air on larger particles or objects.",5-PS1-1,Develop a model to describe that matter is made of particles too small to be seen.,"Examples of evidence could include adding air to expand a basketball, compressing air in a syringe, dissolving sugar in water, and evaporating salt water.",Assessment does not include the atomic-scale mechanism of evaporation and condensation or defining the unseen particles.
"3,4,5",Disciplinary Core ideas,DCI,Structure & Properties of Matter,PS1.A,PS1.A-E2,"The amount (weight) of matter is conserved when it changes form, even in transitions in which it seems to vanish.",5-PS1-2,"Measure and graph quantities to provide evidence that regardless of the type of change that occurs when heating, cooling, or mixing substances, the total weight of matter is conserved.","Examples of reactions or changes could include phase changes, dissolving, and mixing that form new substances.",Assessment does not include distinguishing mass and weight.
"3,4,5",Disciplinary Core ideas,DCI,Structure & Properties of Matter,PS1.A,PS1.A-E3,"Measurements of a variety of properties can be used to identify materials. (Boundary: At this grade level, mass and weight are not distinguished, and no attempt is made to define the unseen particles or explain the atomic-scale mechanism of evaporation and condensation.)",5-PS1-3,Make observations and measurements to identify materials based on their properties.,"Examples of materials to be identified could include baking soda and other powders, metals, minerals, and liquids. Examples of properties could include color, hardness, reflectivity, electrical conductivity, thermal conductivity, response to magnetic forces, and solubility; density is not intended as an identifiable property.",Assessment does not include density or distinguishing mass and weight.
