"subject","framework","grade","dimension","dim","subcategory","code","statement","orig_dimension","orig_dim","link","code2","subcat","PEcode","performanceExpectation","clarifyingStatement","assessmentBoundary","goal"
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.4.9-12","Evaluate the extent to which competition among sellers and among buyers exists in specific markets.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.4.K-2","Describe the goods and services that people in the local community produce and those that are produced in other communities.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.5.3-5","Explain the role of money in making exchange easier.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.5.6-8","Explain ways in which money facilitates exchange by reducing transactional costs.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.5.9-12","Describe the consequences of competition in specific markets.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.5.K-2","Identify prices of products in a local market.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.6.3-5","Explain the relationship between investment in human capital, productivity, and future incomes.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.6.6-8","Explain how changes in supply and demand cause changes in prices and quantities of goods and services, labor, credit, and foreign currencies.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.6.9-12","Generate possible explanations for a government role in markets when market inefficiencies exist.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.6.K-2","Explain how people earn income.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.7.3-5","Explain how profits influence sellers in markets.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.7.6-8","Analyze the role of innovation and entrepreneurship in a market economy.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.7.9-12","Use benefits and costs to evaluate the effectiveness of government policies to improve market outcomes.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.7.K-2","Describe examples of costs of production.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.8.3-5","Identify examples of external benefits and costs.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.8.6-8","Explain how external benefits and costs influence market outcomes.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.8.9-12","Describe the possible consequences, both intended and unintended, of government policies to improve market outcomes.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.9.3-5","Describe the role of other financial institutions in an economy.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.9.6-8","Describe the roles of institutions such as corporations, non-profits, and labor unions in a market economy.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.9.9-12","Describe the roles of institutions such as clearly defined property rights and the rule of law in a market economy.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Eco.9.K-2","Describe the role of banks in an economy.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.1.3-5","Construct maps and other graphic representations of both familiar and unfamiliar places.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.1.6-8","Construct maps to represent and explain the spatial patterns of cultural and environmental characteristics.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.1.9-12","Use geospatial and related technologies to create maps to display and explain the spatial patterns of cultural and environmental characteristics.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.1.K-2","Construct maps, graphs, and other representations of familiar places.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.10.3-5","Explain why environmental characteristics vary among different world regions.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.10.6-8","Analyze the ways in which cultural and environmental characteristics vary among various regions of the world.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.10.9-12","Evaluate how changes in the environmental and cultural characteristics of a place or region influence spatial patterns of trade and land use.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.10.K-2","Describe changes in the physical and cultural characteristics of various world regions.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.11.3-5","Describe how the spatial patterns of economic activities in a place change over time because of interactions with nearby and distant places.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.11.6-8","Explain how the relationship between the environmental characteristics of places and production of goods influences the spatial patterns of world trade.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.11.9-12","Evaluate how economic globalization and the expanding use of scarce resources contribute to conflict and cooperation within and among countries.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.11.K-2","Explain how the consumption of products connects people to distant places.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.12.3-5","Explain how natural and human-made catastrophic events in one place affect people living in other places.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.12.6-8","Explain how global changes in population distribution patterns affect changes in land use in particular places.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.12.9-12","Evaluate the consequences of human-made and natural catastrophes on global trade, politics, and human migration.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.12.K-2","Identify ways that a catastrophic disaster may affect people living in a place.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.2.3-5","Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions and their environmental characteristics.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.2.6-8","Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions, and changes in their environmental characteristics.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.2.9-12","Use maps, satellite images, photographs, and other representations to explain relationships between the locations of places and regions and their political, cultural, and economic dynamics.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.2.K-2","Use maps, graphs, photographs, and other representations to describe places and the relationships and interactions that shape them.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.3.3-5","Use maps of different scales to describe the locations of cultural and environmental characteristics.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.3.6-8","Use paper based and electronic mapping and graphing techniques to represent and analyze spatial patterns of different environmental and cultural characteristics.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.3.9-12","Use geographic data to analyze variations in the spatial patterns of cultural and environmental characteristics at multiple scales.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.3.K-2","Use maps, globes, and other simple geographic models to identify cultural and environmental characteristics of places.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.4.3-5","Explain how culture influences the way people modify and adapt to their environments.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.4.6-8","Explain how cultural patterns and economic decisions influence environments and the daily lives of people in both nearby and distant places.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.4.9-12","Analyze relationships and interactions within and between human and physical systems to explain reciprocal influences that occur among them.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.4.K-2","Explain how weather, climate, and other environmental characteristics affect people’s lives in a place or region.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.5.3-5","Explain how the cultural and environmental characteristics of places change over time.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.5.6-8","Analyze the combinations of cultural and environmental characteristics that make places both similar to and different from other places.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.5.9-12","Evaluate how political and economic decisions throughout time have influenced cultural and environmental characteristics of various places and regions.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","K,1,2","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.5.K-2","Describe how human activities affect the cultural and environmental characteristics of places or regions.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","3,4,5","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.6.3-5","Describe how environmental and cultural characteristics influence population distribution in specific places or regions.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","6,7,8","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.6.6-8","Explain how the physical and human characteristics of places and regions are connected to human identities and cultures.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
"Social Studies","C3","9,10,11,12","Civics, Economics, Geography & History","CEGH",NA,"D2.Geo.6.9-12","Evaluate the impact of human settlement activities on the environmental and cultural characteristics of specific places and regions.","Applying Disciplinary Concepts & Tools","ADCT",NA,NA,NA,NA,NA,NA,NA,NA
